Suburb,Rooms,Type,Method,SellerG,Distance,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount,month
Altona North,3,h,S,Sweeney,11.1,1,3,655.0,Hobsons Bay City Council,Western Metropolitan,5132.0,4
Altona North,3,h,S,FN,11.1,1,2,534.0,Hobsons Bay City Council,Western Metropolitan,5132.0,4
Altona North,3,h,S,Sweeney,11.1,1,3,540.0,Hobsons Bay City Council,Western Metropolitan,5132.0,4
Altona North,3,h,VB,Greg,11.1,2,1,0.0,Hobsons Bay City Council,Western Metropolitan,5132.0,6
Altona North,4,t,S,hockingstuart,11.1,2,2,286.9240214888718,Hobsons Bay City Council,Western Metropolitan,5132.0,7
Altona North,3,u,S,hockingstuart,11.1,1,1,477.89685658153235,Hobsons Bay City Council,Western Metropolitan,5132.0,7
Altona North,3,h,SP,Village,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,7
Altona North,3,h,S,Williams,11.1,1,1,328.0,Hobsons Bay City Council,Western Metropolitan,5132.0,7
Altona North,4,h,VB,hockingstuart,11.1,2,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,7
Altona North,3,h,PI,Village,11.1,1,3,540.0,Hobsons Bay City Council,Western Metropolitan,5132.0,7
Altona North,2,h,SP,RT,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,7
Altona North,3,u,VB,hockingstuart,11.1,1,1,477.89685658153235,Hobsons Bay City Council,Western Metropolitan,5132.0,7
Altona North,3,h,SP,hockingstuart,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,7
Altona North,4,h,SP,Jas,11.1,1,4,559.0,Hobsons Bay City Council,Western Metropolitan,5132.0,8
Altona North,3,h,S,Barlow,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,8
Altona North,3,t,S,Greg,11.1,1,2,286.9240214888718,Hobsons Bay City Council,Western Metropolitan,5132.0,10
Altona North,3,h,VB,Jas,11.1,1,3,554.0,Hobsons Bay City Council,Western Metropolitan,5132.0,10
Altona North,2,h,SP,RT,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,10
Altona North,3,h,SP,Greg,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,10
Altona North,2,t,S,Williams,11.1,1,1,252.0,Hobsons Bay City Council,Western Metropolitan,5132.0,11
Altona North,4,h,SP,Williams,11.1,1,4,558.0,Hobsons Bay City Council,Western Metropolitan,5132.0,12
Altona North,3,h,SP,RT,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,12
Altona North,3,t,VB,Greg,11.1,1,2,286.9240214888718,Hobsons Bay City Council,Western Metropolitan,5132.0,5
Altona North,3,h,SP,Hunter,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,5
Altona North,3,h,S,Greg,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,5
Altona North,3,h,S,hockingstuart,11.1,2,2,171.0,Hobsons Bay City Council,Western Metropolitan,5132.0,5
Altona North,3,h,S,Greg,11.1,1,2,585.0,Hobsons Bay City Council,Western Metropolitan,5132.0,10
Altona North,3,t,SP,Gunn&Co,11.1,1,2,286.9240214888718,Hobsons Bay City Council,Western Metropolitan,5132.0,10
Altona North,4,h,S,hockingstuart,11.1,2,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,10
Altona North,4,h,SP,Gunn&Co,11.1,1,4,851.0,Hobsons Bay City Council,Western Metropolitan,5132.0,10
Altona North,3,h,S,Hunter,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,10
Altona North,3,h,PI,Village,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,10
Altona North,2,h,SA,hockingstuart,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,7
Altona North,5,h,S,Sweeney,11.1,3,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,9
Altona North,3,t,PI,RT,11.1,1,2,286.9240214888718,Hobsons Bay City Council,Western Metropolitan,5132.0,6
Altona North,2,h,PI,RT,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,6
Altona North,3,h,S,Greg,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,6
Altona North,3,h,VB,Greg,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,6
Altona North,3,h,S,Sweeney,11.1,1,3,551.0,Hobsons Bay City Council,Western Metropolitan,5132.0,11
Altona North,2,t,SP,Williams,11.1,1,2,286.9240214888718,Hobsons Bay City Council,Western Metropolitan,5132.0,11
Altona North,3,h,SP,hockingstuart,11.1,1,3,602.0,Hobsons Bay City Council,Western Metropolitan,5132.0,11
Altona North,3,h,S,Greg,11.1,1,2,740.0,Hobsons Bay City Council,Western Metropolitan,5132.0,5
Altona North,4,h,SP,Raine&Horne,11.1,2,4,315.0,Hobsons Bay City Council,Western Metropolitan,5132.0,5
Altona North,3,h,SP,Hunter,11.1,2,2,276.0,Hobsons Bay City Council,Western Metropolitan,5132.0,8
Altona North,3,h,S,Buxton,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,8
Altona North,3,h,S,Jas,11.1,1,1,531.0,Hobsons Bay City Council,Western Metropolitan,5132.0,8
Altona North,3,h,S,hockingstuart,11.1,2,1,590.0,Hobsons Bay City Council,Western Metropolitan,5132.0,8
Altona North,3,h,S,Sweeney,11.1,1,4,715.0,Hobsons Bay City Council,Western Metropolitan,5132.0,8
Altona North,3,h,SP,RT,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,4
Altona North,3,h,S,Village,11.1,1,2,561.0,Hobsons Bay City Council,Western Metropolitan,5132.0,4
Altona North,2,h,S,RT,11.1,1,2,691.0,Hobsons Bay City Council,Western Metropolitan,5132.0,9
Altona North,3,h,S,hockingstuart,11.1,2,3,555.0,Hobsons Bay City Council,Western Metropolitan,5132.0,2
Altona North,4,h,S,Greg,11.1,1,2,708.0,Hobsons Bay City Council,Western Metropolitan,5132.0,2
Altona North,4,h,S,hockingstuart,11.1,2,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,7
Altona North,3,h,S,Sweeney,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,7
Altona North,4,h,S,Hunter,11.1,1,3,668.0,Hobsons Bay City Council,Western Metropolitan,5132.0,6
Altona North,3,h,S,RT,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,6
Altona North,4,t,S,RT,11.1,3,1,252.0,Hobsons Bay City Council,Western Metropolitan,5132.0,6
Altona North,4,h,SP,RT,11.1,1,4,633.0,Hobsons Bay City Council,Western Metropolitan,5132.0,11
Altona North,3,h,S,RT,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,11
Altona North,3,h,SP,Hunter,11.1,1,1,557.0,Hobsons Bay City Council,Western Metropolitan,5132.0,11
Altona North,3,h,PI,Hunter,11.1,1,1,536.0,Hobsons Bay City Council,Western Metropolitan,5132.0,5
Altona North,2,u,S,Jas,11.1,1,1,153.0,Hobsons Bay City Council,Western Metropolitan,5132.0,8
Altona North,3,t,PI,hockingstuart,11.1,1,2,286.9240214888718,Hobsons Bay City Council,Western Metropolitan,5132.0,8
Altona North,3,h,SP,RT,11.1,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,7
Armadale,2,u,S,Jellis,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,3
Armadale,2,u,VB,Noel,6.3,1,0,861.0,Stonnington City Council,Southern Metropolitan,4836.0,3
Armadale,3,u,S,Marshall,6.3,2,2,0.0,Stonnington City Council,Southern Metropolitan,4836.0,3
Armadale,3,t,S,Jellis,6.3,2,2,101.0,Stonnington City Council,Southern Metropolitan,4836.0,3
Armadale,3,h,S,Marshall,6.3,1,2,648.7162568807339,Stonnington City Council,Southern Metropolitan,4836.0,3
Armadale,3,h,S,Jellis,6.3,2,2,296.0,Stonnington City Council,Southern Metropolitan,4836.0,3
Armadale,1,u,S,Biggin,6.3,1,0,0.0,Stonnington City Council,Southern Metropolitan,4836.0,3
Armadale,2,u,SP,hockingstuart,6.3,1,1,477.89685658153235,Stonnington City Council,Southern Metropolitan,4836.0,3
Armadale,3,h,S,Marshall,6.3,1,2,648.7162568807339,Stonnington City Council,Southern Metropolitan,4836.0,4
Armadale,3,h,S,Hodges,6.3,1,1,217.0,Stonnington City Council,Southern Metropolitan,4836.0,4
Armadale,2,u,S,hockingstuart,6.3,1,2,0.0,Stonnington City Council,Southern Metropolitan,4836.0,4
Armadale,3,t,SP,Jellis,6.3,2,2,0.0,Stonnington City Council,Southern Metropolitan,4836.0,4
Armadale,2,u,SP,hockingstuart,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,4
Armadale,3,h,S,Marshall,6.3,2,1,205.0,Stonnington City Council,Southern Metropolitan,4836.0,4
Armadale,2,u,VB,Jellis,6.3,1,2,0.0,Stonnington City Council,Southern Metropolitan,4836.0,4
Armadale,2,u,S,Jellis,6.3,2,2,0.0,Stonnington City Council,Southern Metropolitan,4836.0,4
Armadale,4,h,VB,Jellis,6.3,2,2,1581.0,Stonnington City Council,Southern Metropolitan,4836.0,4
Armadale,2,h,S,Jellis,6.3,1,2,648.7162568807339,Stonnington City Council,Southern Metropolitan,4836.0,6
Armadale,5,h,PI,Jellis,6.3,2,2,693.0,Stonnington City Council,Southern Metropolitan,4836.0,7
Armadale,3,u,PI,Marshall,6.3,2,1,2113.0,Stonnington City Council,Southern Metropolitan,4836.0,7
Armadale,2,u,S,Jellis,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,7
Armadale,3,t,S,RT,6.3,2,2,246.0,Stonnington City Council,Southern Metropolitan,4836.0,7
Armadale,2,u,S,Marshall,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,8
Armadale,1,h,SP,Jellis,6.3,2,1,144.0,Stonnington City Council,Southern Metropolitan,4836.0,8
Armadale,1,u,PI,hockingstuart,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,10
Armadale,1,u,PI,hockingstuart,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,10
Armadale,2,h,S,Marshall,6.3,2,2,0.0,Stonnington City Council,Southern Metropolitan,4836.0,10
Armadale,2,u,S,hockingstuart,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,10
Armadale,2,h,S,Marshall,6.3,1,0,249.0,Stonnington City Council,Southern Metropolitan,4836.0,12
Armadale,4,h,S,Marshall,6.3,2,2,624.0,Stonnington City Council,Southern Metropolitan,4836.0,12
Armadale,1,u,S,Jellis,6.3,1,0,881.0,Stonnington City Council,Southern Metropolitan,4836.0,5
Armadale,3,h,PI,RT,6.3,2,2,405.0,Stonnington City Council,Southern Metropolitan,4836.0,10
Armadale,4,h,PI,Jellis,6.3,1,2,495.0,Stonnington City Council,Southern Metropolitan,4836.0,10
Armadale,1,u,S,Jellis,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,4
Armadale,6,h,S,Marshall,6.3,3,4,1491.0,Stonnington City Council,Southern Metropolitan,4836.0,9
Armadale,2,h,S,RT,6.3,1,2,169.0,Stonnington City Council,Southern Metropolitan,4836.0,9
Armadale,3,h,S,Marshall,6.3,3,1,301.0,Stonnington City Council,Southern Metropolitan,4836.0,9
Armadale,3,h,S,hockingstuart,6.3,2,0,336.0,Stonnington City Council,Southern Metropolitan,4836.0,3
Armadale,2,h,VB,Jellis,6.3,2,0,207.0,Stonnington City Council,Southern Metropolitan,4836.0,3
Armadale,1,u,SP,Jellis,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,3
Armadale,2,u,PI,Ray,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,6
Armadale,3,h,S,Marshall,6.3,2,1,316.0,Stonnington City Council,Southern Metropolitan,4836.0,6
Armadale,3,h,VB,Jellis,6.3,1,2,212.0,Stonnington City Council,Southern Metropolitan,4836.0,6
Armadale,3,u,S,Gary,6.3,2,2,0.0,Stonnington City Council,Southern Metropolitan,4836.0,6
Armadale,2,u,SP,Greg,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,11
Armadale,2,u,VB,Marshall,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,11
Armadale,3,h,S,Marshall,6.3,1,2,328.0,Stonnington City Council,Southern Metropolitan,4836.0,5
Armadale,1,u,SP,Fletchers,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,8
Armadale,3,h,S,Jellis,6.3,1,2,648.7162568807339,Stonnington City Council,Southern Metropolitan,4836.0,4
Armadale,1,u,PI,hockingstuart,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,9
Armadale,2,u,S,Jellis,6.3,1,1,2471.0,Stonnington City Council,Southern Metropolitan,4836.0,2
Armadale,2,u,S,Jellis,6.3,1,1,1194.0,Stonnington City Council,Southern Metropolitan,4836.0,2
Armadale,2,u,S,hockingstuart,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,2
Armadale,3,h,S,Marshall,6.3,1,2,186.0,Stonnington City Council,Southern Metropolitan,4836.0,2
Armadale,4,h,S,Jellis,6.3,3,2,421.0,Stonnington City Council,Southern Metropolitan,4836.0,2
Armadale,2,u,S,hockingstuart,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,6
Armadale,4,h,S,Marshall,6.3,2,2,648.7162568807339,Stonnington City Council,Southern Metropolitan,4836.0,6
Armadale,2,u,VB,Jellis,6.3,1,1,477.89685658153235,Stonnington City Council,Southern Metropolitan,4836.0,11
Armadale,4,h,S,Jellis,6.3,1,2,709.0,Stonnington City Council,Southern Metropolitan,4836.0,11
Armadale,4,h,VB,Kay,6.3,3,3,563.0,Stonnington City Council,Southern Metropolitan,4836.0,11
Armadale,3,t,S,Jellis,6.3,1,2,103.0,Stonnington City Council,Southern Metropolitan,4836.0,11
Armadale,3,h,S,Marshall,6.3,2,2,617.0,Stonnington City Council,Southern Metropolitan,4836.0,11
Armadale,4,h,PI,Marshall,6.3,3,4,544.0,Stonnington City Council,Southern Metropolitan,4836.0,5
Armadale,3,u,S,Jellis,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,5
Armadale,2,u,S,Jellis,6.3,1,1,477.89685658153235,Stonnington City Council,Southern Metropolitan,4836.0,8
Armadale,3,h,S,Marshall,6.3,1,2,648.7162568807339,Stonnington City Council,Southern Metropolitan,4836.0,8
Armadale,5,h,S,Marshall,6.3,2,2,617.0,Stonnington City Council,Southern Metropolitan,4836.0,8
Armadale,2,u,S,Ray,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,8
Armadale,1,u,S,hockingstuart,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,8
Armadale,2,u,SP,hockingstuart,6.3,0,0,0.0,Stonnington City Council,Southern Metropolitan,4836.0,7
Armadale,2,u,S,Ray,6.3,1,1,0.0,Stonnington City Council,Southern Metropolitan,4836.0,7
Ascot Vale,2,u,S,Nelson,5.9,1,2,0.0,Moonee Valley City Council,Western Metropolitan,6567.0,3
Ascot Vale,3,h,S,Nelson,5.9,1,2,298.0,Moonee Valley City Council,Western Metropolitan,6567.0,3
Ascot Vale,2,u,SP,Brad,5.9,1,1,0.0,Moonee Valley City Council,Western Metropolitan,6567.0,3
Ascot Vale,3,h,S,Nelson,5.9,1,2,648.7162568807339,Moonee Valley City Council,Western Metropolitan,6567.0,4
Ascot Vale,3,h,SP,Nelson,5.9,2,2,277.0,Moonee Valley City Council,Western Metropolitan,6567.0,4
Ascot Vale,2,u,VB,Jellis,5.9,1,1,423.0,Moonee Valley City Council,Western Metropolitan,6567.0,4
Ascot Vale,4,h,S,Brad,5.9,3,1,478.0,Moonee Valley City Council,Western Metropolitan,6567.0,4
Ascot Vale,3,h,S,Woodards,5.9,1,2,623.0,Moonee Valley City Council,Western Metropolitan,6567.0,4
Ascot Vale,3,h,SP,Nelson,5.9,2,2,285.0,Moonee Valley City Council,Western Metropolitan,6567.0,4
Ascot Vale,2,h,PI,Nelson,5.9,1,1,214.0,Moonee Valley City Council,Western Metropolitan,6567.0,4
Ascot Vale,6,h,PI,Brad,5.9,3,2,1014.0,Moonee Valley City Council,Western Metropolitan,6567.0,4
Ascot Vale,2,h,SP,Maddison,5.9,1,1,226.0,Moonee Valley City Council,Western Metropolitan,6567.0,4
Ascot Vale,2,h,S,Brad,5.9,1,2,648.7162568807339,Moonee Valley City Council,Western Metropolitan,6567.0,4
Ascot Vale,2,h,S,Nelson,5.9,1,1,269.0,Moonee Valley City Council,Western Metropolitan,6567.0,6
Ascot Vale,3,h,S,Nelson,5.9,1,1,417.0,Moonee Valley City Council,Western Metropolitan,6567.0,6
Ascot Vale,3,h,S,Brad,5.9,1,2,350.0,Moonee Valley City Council,Western Metropolitan,6567.0,7
Ascot Vale,2,h,S,Nelson,5.9,1,1,330.0,Moonee Valley City Council,Western Metropolitan,6567.0,7
Ascot Vale,2,h,PI,Nelson,5.9,1,1,118.0,Moonee Valley City Council,Western Metropolitan,6567.0,7
Ascot Vale,2,h,SP,Raine,5.9,1,1,173.0,Moonee Valley City Council,Western Metropolitan,6567.0,7
Ascot Vale,2,u,S,Brad,5.9,1,2,228.0,Moonee Valley City Council,Western Metropolitan,6567.0,7
Ascot Vale,3,h,S,Nelson,5.9,1,2,594.0,Moonee Valley City Council,Western Metropolitan,6567.0,8
Ascot Vale,2,h,S,Jellis,5.9,1,1,0.0,Moonee Valley City Council,Western Metropolitan,6567.0,8
Ascot Vale,3,h,S,Raine,5.9,1,0,317.0,Moonee Valley City Council,Western Metropolitan,6567.0,8
Ascot Vale,2,h,PI,Jellis,5.9,1,2,648.7162568807339,Moonee Valley City Council,Western Metropolitan,6567.0,8
Ascot Vale,2,h,PI,Nelson,5.9,1,1,226.0,Moonee Valley City Council,Western Metropolitan,6567.0,10
Ascot Vale,2,t,PI,Alexkarbon,5.9,1,2,286.9240214888718,Moonee Valley City Council,Western Metropolitan,6567.0,10
Ascot Vale,3,h,S,Walshe,5.9,2,2,229.0,Moonee Valley City Council,Western Metropolitan,6567.0,10
Ascot Vale,4,h,SP,Raine,5.9,1,1,300.0,Moonee Valley City Council,Western Metropolitan,6567.0,10
Ascot Vale,2,h,S,Nelson,5.9,1,1,170.0,Moonee Valley City Council,Western Metropolitan,6567.0,10
Ascot Vale,4,h,PI,Nelson,5.9,2,2,648.7162568807339,Moonee Valley City Council,Western Metropolitan,6567.0,11
Ascot Vale,3,h,S,Nelson,5.9,1,1,487.0,Moonee Valley City Council,Western Metropolitan,6567.0,11
Ascot Vale,2,h,S,Woodards,5.9,1,0,255.0,Moonee Valley City Council,Western Metropolitan,6567.0,11
Ascot Vale,2,u,VB,Nelson,5.9,1,1,0.0,Moonee Valley City Council,Western Metropolitan,6567.0,12
Ascot Vale,3,h,S,Jellis,5.9,1,2,431.0,Moonee Valley City Council,Western Metropolitan,6567.0,12
Ascot Vale,3,h,SP,Rendina,5.9,1,2,648.7162568807339,Moonee Valley City Council,Western Metropolitan,6567.0,12
Ascot Vale,3,h,PI,Brad,5.9,2,2,440.0,Moonee Valley City Council,Western Metropolitan,6567.0,12
Ascot Vale,3,h,S,Nelson,5.9,2,2,532.0,Moonee Valley City Council,Western Metropolitan,6567.0,12
Ascot Vale,1,u,S,Alexkarbon,5.9,1,1,0.0,Moonee Valley City Council,Western Metropolitan,6567.0,12
Ascot Vale,3,h,PI,Jellis,5.9,2,2,495.0,Moonee Valley City Council,Western Metropolitan,6567.0,8
Ascot Vale,3,h,S,Nelson,5.9,1,2,648.7162568807339,Moonee Valley City Council,Western Metropolitan,6567.0,8
Ascot Vale,4,h,S,Nelson,5.9,2,2,683.0,Moonee Valley City Council,Western Metropolitan,6567.0,5
Ascot Vale,3,h,S,Brad,5.9,1,1,263.0,Moonee Valley City Council,Western Metropolitan,6567.0,5
Ascot Vale,2,h,PI,Jellis,5.9,1,2,648.7162568807339,Moonee Valley City Council,Western Metropolitan,6567.0,5
Ascot Vale,4,h,VB,Nelson,5.9,2,5,559.0,Moonee Valley City Council,Western Metropolitan,6567.0,10
Ascot Vale,3,h,S,Nelson,5.9,2,2,308.0,Moonee Valley City Council,Western Metropolitan,6567.0,10
Ascot Vale,4,h,S,Brad,5.9,2,2,648.7162568807339,Moonee Valley City Council,Western Metropolitan,6567.0,10
Ascot Vale,2,u,S,Biggin,5.9,1,1,0.0,Moonee Valley City Council,Western Metropolitan,6567.0,10
Ascot Vale,4,h,S,Raine,5.9,3,2,562.0,Moonee Valley City Council,Western Metropolitan,6567.0,4
Ascot Vale,6,h,S,Nelson,5.9,2,1,461.0,Moonee Valley City Council,Western Metropolitan,6567.0,4
Ascot Vale,2,u,SP,Brad,5.9,1,1,301.0,Moonee Valley City Council,Western Metropolitan,6567.0,4
Ascot Vale,3,h,S,Nelson,5.9,3,1,491.0,Moonee Valley City Council,Western Metropolitan,6567.0,4
Ascot Vale,3,h,SP,Brad,5.9,1,1,242.0,Moonee Valley City Council,Western Metropolitan,6567.0,7
Ascot Vale,4,h,SP,Brad,5.9,2,2,648.7162568807339,Moonee Valley City Council,Western Metropolitan,6567.0,7
Ascot Vale,3,h,SP,Brad,5.9,2,2,617.0,Moonee Valley City Council,Western Metropolitan,6567.0,9
Ascot Vale,4,h,S,Raine,5.9,2,2,597.0,Moonee Valley City Council,Western Metropolitan,6567.0,9
Ascot Vale,2,h,S,Brad,5.9,1,1,387.0,Moonee Valley City Council,Western Metropolitan,6567.0,3
Ascot Vale,3,h,S,Brad,5.9,1,3,575.0,Moonee Valley City Council,Western Metropolitan,6567.0,3
Ascot Vale,5,h,S,Nelson,5.9,2,2,521.0,Moonee Valley City Council,Western Metropolitan,6567.0,3
Ascot Vale,2,t,SP,Nelson,5.9,2,1,146.0,Moonee Valley City Council,Western Metropolitan,6567.0,3
Ascot Vale,2,t,S,Brad,5.9,2,1,113.0,Moonee Valley City Council,Western Metropolitan,6567.0,6
Ascot Vale,2,u,S,Alexkarbon,5.9,1,1,0.0,Moonee Valley City Council,Western Metropolitan,6567.0,6
Ascot Vale,2,u,S,Jellis,5.9,2,1,0.0,Moonee Valley City Council,Western Metropolitan,6567.0,11
Ascot Vale,3,h,S,Alexkarbon,5.9,1,2,506.0,Moonee Valley City Council,Western Metropolitan,6567.0,11
Ascot Vale,3,t,S,Jellis,5.9,2,2,318.0,Moonee Valley City Council,Western Metropolitan,6567.0,11
Ascot Vale,2,u,S,McDonald,5.9,1,1,0.0,Moonee Valley City Council,Western Metropolitan,6567.0,11
Ascot Vale,2,h,S,Brad,5.9,1,1,325.0,Moonee Valley City Council,Western Metropolitan,6567.0,11
Ascot Vale,4,h,S,Nelson,5.9,2,0,418.0,Moonee Valley City Council,Western Metropolitan,6567.0,5
Ascot Vale,2,u,VB,Nelson,5.9,1,1,0.0,Moonee Valley City Council,Western Metropolitan,6567.0,5
Ascot Vale,2,u,S,Brad,5.9,1,1,0.0,Moonee Valley City Council,Western Metropolitan,6567.0,5
Ascot Vale,4,h,S,Nelson,5.9,2,2,648.7162568807339,Moonee Valley City Council,Western Metropolitan,6567.0,8
Ascot Vale,3,h,S,Brad,5.9,1,2,414.0,Moonee Valley City Council,Western Metropolitan,6567.0,4
Ascot Vale,3,h,S,Nelson,5.9,2,1,272.0,Moonee Valley City Council,Western Metropolitan,6567.0,4
Ascot Vale,3,h,S,Brad,5.9,1,1,296.0,Moonee Valley City Council,Western Metropolitan,6567.0,9
Ascot Vale,4,h,PI,Nelson,5.9,2,1,298.0,Moonee Valley City Council,Western Metropolitan,6567.0,9
Ascot Vale,3,u,PI,Weda,5.9,2,1,0.0,Moonee Valley City Council,Western Metropolitan,6567.0,9
Ascot Vale,2,u,PI,Jellis,5.9,1,1,1957.0,Moonee Valley City Council,Western Metropolitan,6567.0,2
Ascot Vale,4,h,S,Jellis,5.9,1,1,552.0,Moonee Valley City Council,Western Metropolitan,6567.0,2
Ascot Vale,1,u,S,Woodards,5.9,1,1,477.89685658153235,Moonee Valley City Council,Western Metropolitan,6567.0,2
Ascot Vale,3,h,S,Barry,5.9,2,2,416.0,Moonee Valley City Council,Western Metropolitan,6567.0,2
