Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount
Albert Park,3,h,2800000.0,VB,Buxton,30/07/2016,3.3,3206.0,3.0,1.0,0.0,Port Phillip City Council,Southern Metropolitan,3280.0
Albert Park,1,h,985000.0,S,Marshall,30/07/2016,3.3,3206.0,1.0,0.0,81.0,Port Phillip City Council,Southern Metropolitan,3280.0
Alphington,3,h,,SN,McGrath,3/09/2016,6.4,3078.0,2.0,1.0,174.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,4,h,2000000.0,S,Brace,3/09/2016,6.4,3078.0,2.0,4.0,853.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,3,h,1110000.0,S,Jellis,3/09/2016,6.4,3078.0,2.0,2.0,208.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,3,h,1492000.0,S,Jellis,4/03/2017,6.4,3078.0,2.0,2.0,411.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,2,u,480000.0,PI,Miles,7/05/2016,6.4,3078.0,,,,Darebin City Council,Northern Metropolitan,2211.0
Alphington,3,h,,S,Jellis,7/05/2016,6.4,3078.0,1.0,3.0,922.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,3,t,1304000.0,SP,Holland,8/10/2016,6.4,3078.0,,,,Darebin City Council,Northern Metropolitan,2211.0
Alphington,4,h,1717500.0,S,Collins,8/10/2016,6.4,3078.0,2.0,1.0,599.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,5,h,2840000.0,S,Nelson,12/06/2016,6.4,3078.0,4.0,4.0,809.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,5,h,,S,Collins,12/11/2016,6.4,3078.0,3.0,4.0,743.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,2,u,525500.0,S,Miles,12/11/2016,6.4,3078.0,1.0,1.0,88.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,2,t,805000.0,S,Miles,12/11/2016,6.4,3078.0,2.0,3.0,155.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,2,u,465000.0,S,McGrath,12/11/2016,6.4,3078.0,1.0,1.0,0.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,4,t,,PN,Nelson,13/08/2016,6.4,3078.0,,,,Darebin City Council,Northern Metropolitan,2211.0
Alphington,3,h,1480000.0,S,Nelson,13/08/2016,6.4,3078.0,,,,Darebin City Council,Northern Metropolitan,2211.0
Alphington,3,h,2000000.0,PI,hockingstuart,15/10/2016,6.4,3078.0,3.0,2.0,686.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,3,h,1540000.0,S,Nelson,16/04/2016,6.4,3078.0,1.0,2.0,592.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,4,h,,S,Jellis,16/04/2016,6.4,3078.0,,,,Darebin City Council,Northern Metropolitan,2211.0
Alphington,2,u,590000.0,PI,Nelson,17/09/2016,6.4,3078.0,,,,Darebin City Council,Northern Metropolitan,2211.0
Alphington,2,u,820000.0,S,Nelson,18/03/2017,6.4,3078.0,1.0,1.0,183.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,4,h,1830000.0,S,Nelson,19/11/2016,6.4,3078.0,2.0,2.0,606.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,4,h,2100000.0,S,Nelson,19/11/2016,6.4,3078.0,2.0,2.0,575.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,3,h,865000.0,SP,hockingstuart,22/05/2016,6.4,3078.0,1.0,1.0,180.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,2,u,390000.0,VB,Nelson,22/05/2016,6.4,3078.0,1.0,1.0,0.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,2,t,650000.0,SP,Brace,24/09/2016,6.4,3078.0,1.0,0.0,0.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,2,u,512000.0,S,Love,25/02/2017,6.4,3078.0,1.0,1.0,0.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,3,h,1361000.0,S,Collins,25/02/2017,6.4,3078.0,,,,Darebin City Council,Northern Metropolitan,2211.0
Alphington,4,h,,SP,Jellis,25/02/2017,6.4,3078.0,2.0,2.0,597.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,3,h,1310000.0,S,Jellis,26/07/2016,6.4,3078.0,,,,Darebin City Council,Northern Metropolitan,2211.0
Alphington,3,h,570000.0,VB,Thomas,27/06/2016,6.4,3078.0,,,,Darebin City Council,Northern Metropolitan,2211.0
Alphington,3,h,1165000.0,S,Barry,27/06/2016,6.4,3078.0,1.0,2.0,979.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,2,u,530000.0,S,Jellis,27/11/2016,6.4,3078.0,,,,Darebin City Council,Northern Metropolitan,2211.0
Alphington,4,h,1900000.0,SP,McGrath,27/11/2016,6.4,3078.0,2.0,2.0,556.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,5,h,,SN,Nelson,28/08/2016,6.4,3078.0,2.0,2.0,552.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,3,h,1485000.0,SP,McGrath,28/08/2016,6.4,3078.0,0.0,0.0,597.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,4,h,1950000.0,S,Jellis,30/07/2016,6.4,3078.0,2.0,3.0,589.0,Darebin City Council,Northern Metropolitan,2211.0
Altona,3,h,520000.0,VB,Greg,3/09/2016,13.8,3018.0,2.0,1.0,352.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,5,h,1525000.0,S,Greg,3/12/2016,13.8,3018.0,3.0,3.0,729.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,2,t,720000.0,S,hockingstuart,4/02/2016,13.8,3018.0,1.0,2.0,292.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,h,1120000.0,S,Barlow,4/03/2017,13.8,3018.0,1.0,2.0,506.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,4,h,780000.0,PI,Sweeney,4/06/2016,13.8,3018.0,1.0,4.0,655.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,4,h,1780000.0,SP,Greg,4/06/2016,13.8,3018.0,3.0,6.0,1057.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,u,630000.0,S,Barlow,6/08/2016,13.8,3018.0,1.0,2.0,311.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,2,u,406000.0,SP,hockingstuart,6/08/2016,13.8,3018.0,1.0,1.0,65.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,h,660000.0,VB,Greg,7/05/2016,13.8,3018.0,1.0,1.0,602.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,h,683500.0,S,Greg,7/11/2016,13.8,3018.0,1.0,1.0,530.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,2,u,540000.0,VB,hockingstuart,8/10/2016,13.8,3018.0,,,,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,2,u,580000.0,S,Barlow,8/10/2016,13.8,3018.0,1.0,1.0,225.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,h,1335000.0,S,hockingstuart,8/10/2016,13.8,3018.0,1.0,4.0,777.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,t,800000.0,SP,hockingstuart,8/10/2016,13.8,3018.0,2.0,2.0,280.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,2,u,510000.0,S,Village,10/09/2016,13.8,3018.0,1.0,1.0,127.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,4,h,1070000.0,S,Barlow,10/09/2016,13.8,3018.0,2.0,2.0,695.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,2,u,425000.0,S,hockingstuart,10/09/2016,13.8,3018.0,1.0,2.0,115.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,u,605000.0,S,Jas,10/12/2016,13.8,3018.0,2.0,2.0,230.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,t,705000.0,S,hockingstuart,11/02/2017,13.8,3018.0,2.0,2.0,197.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,2,u,391000.0,SP,Greg,11/02/2017,13.8,3018.0,1.0,1.0,0.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,2,u,440000.0,SP,hockingstuart,11/02/2017,13.8,3018.0,1.0,1.0,0.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,4,h,845000.0,S,hockingstuart,11/02/2017,13.8,3018.0,1.0,2.0,745.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,h,766000.0,S,Williams,11/03/2017,13.8,3018.0,,,,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,t,743000.0,SP,Gunn&Co,12/11/2016,13.8,3018.0,2.0,2.0,211.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,t,650000.0,SP,Williams,12/11/2016,13.8,3018.0,,,,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,u,730000.0,SP,Barlow,13/08/2016,13.8,3018.0,2.0,1.0,69.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,t,916500.0,S,hockingstuart,13/08/2016,13.8,3018.0,,,,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,h,635000.0,S,Sweeney,14/05/2016,13.8,3018.0,1.0,4.0,625.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,2,u,620000.0,SP,hockingstuart,14/05/2016,13.8,3018.0,1.0,1.0,168.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,2,u,447000.0,S,Burnham,15/10/2016,13.8,3018.0,1.0,1.0,137.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,u,730000.0,SP,Barlow,16/04/2016,13.8,3018.0,2.0,1.0,70.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,h,678000.0,S,hockingstuart,16/04/2016,13.8,3018.0,1.0,2.0,606.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,2,u,580000.0,PI,Biggin,16/07/2016,13.8,3018.0,2.0,1.0,175.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,h,712000.0,S,hockingstuart,17/09/2016,13.8,3018.0,1.0,2.0,363.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,h,840000.0,SP,Greg,18/03/2017,13.8,3018.0,2.0,2.0,534.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,h,980000.0,S,Barlow,19/11/2016,13.8,3018.0,1.0,2.0,724.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,4,h,1000000.0,S,Barlow,19/11/2016,13.8,3018.0,,,,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,t,605100.0,S,hockingstuart,22/05/2016,13.8,3018.0,2.0,0.0,265.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,h,880000.0,PI,Barlow,22/08/2016,13.8,3018.0,3.0,1.0,577.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,u,577000.0,S,Williams,23/04/2016,13.8,3018.0,2.0,1.0,205.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,4,h,,SN,hockingstuart,25/02/2017,13.8,3018.0,2.0,3.0,504.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,4,h,1030000.0,S,Barlow,25/02/2017,13.8,3018.0,1.0,0.0,797.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,u,605000.0,S,Barlow,25/02/2017,13.8,3018.0,1.0,2.0,181.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,h,685000.0,S,Barlow,25/02/2017,13.8,3018.0,,,,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,2,u,,PI,Point,25/02/2017,13.8,3018.0,1.0,1.0,117.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,h,753000.0,S,Barlow,27/06/2016,13.8,3018.0,2.0,2.0,529.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,2,h,857000.0,SP,hockingstuart,27/11/2016,13.8,3018.0,2.0,1.0,675.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,h,1500000.0,S,Barlow,28/05/2016,13.8,3018.0,1.0,1.0,929.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,u,730000.0,SP,Barlow,28/05/2016,13.8,3018.0,2.0,1.0,70.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,h,900000.0,S,Sweeney,28/05/2016,13.8,3018.0,1.0,4.0,697.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3,h,740000.0,S,Greg,28/08/2016,13.8,3018.0,1.0,2.0,604.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,4,h,931000.0,S,Sweeney,28/08/2016,13.8,3018.0,2.0,3.0,532.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,2,h,535600.0,SP,Compton,30/07/2016,13.8,3018.0,1.0,1.0,154.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona North,3,h,,SP,Williams,3/09/2016,11.1,3025.0,1.0,1.0,620.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,5,h,1085000.0,S,FN,3/09/2016,11.1,3025.0,3.0,6.0,592.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,781000.0,S,Jas,3/09/2016,11.1,3025.0,1.0,2.0,533.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4,h,857500.0,S,hockingstuart,3/09/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4,h,960000.0,S,Sweeney,4/03/2017,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,750000.0,SP,Jas,4/03/2017,11.1,3025.0,1.0,3.0,554.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2,t,421000.0,S,hockingstuart,4/03/2017,11.1,3025.0,1.0,1.0,77.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,1405000.0,S,Sweeney,4/03/2017,11.1,3025.0,1.0,3.0,655.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2,h,,S,hockingstuart,4/03/2017,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,683000.0,S,FN,4/06/2016,11.1,3025.0,1.0,2.0,534.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,,SN,Barry,4/06/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,623000.0,S,Sweeney,4/06/2016,11.1,3025.0,1.0,3.0,540.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,720000.0,VB,Greg,6/08/2016,11.1,3025.0,2.0,1.0,0.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4,t,780000.0,S,hockingstuart,7/05/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,u,720000.0,S,hockingstuart,7/05/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,705000.0,SP,Village,7/05/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,588000.0,S,Williams,7/05/2016,11.1,3025.0,1.0,1.0,328.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4,h,720000.0,VB,hockingstuart,7/05/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,710000.0,PI,Village,7/11/2016,11.1,3025.0,1.0,3.0,540.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2,h,550000.0,SP,RT,7/11/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,u,640000.0,VB,hockingstuart,7/11/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,537500.0,SP,hockingstuart,7/11/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4,t,,PN,Williams,7/11/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4,h,875000.0,SP,Jas,8/10/2016,11.1,3025.0,1.0,4.0,559.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,800000.0,S,Barlow,8/10/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,t,713500.0,S,Greg,10/09/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4,h,,PN,hockingstuart,10/12/2016,11.1,3025.0,2.0,5.0,537.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,700000.0,VB,Jas,10/12/2016,11.1,3025.0,1.0,3.0,554.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2,h,551000.0,SP,RT,10/12/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,685000.0,SP,Greg,10/12/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2,t,640000.0,S,Williams,11/03/2017,11.1,3025.0,1.0,1.0,252.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4,h,650000.0,SP,Williams,12/06/2016,11.1,3025.0,1.0,4.0,558.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,925000.0,SP,RT,12/11/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,,PI,RT,13/08/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2,h,,PI,Greg,13/08/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,t,670000.0,VB,Greg,14/05/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,680000.0,SP,Hunter,14/05/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,765000.0,S,Greg,14/05/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,675000.0,S,hockingstuart,14/05/2016,11.1,3025.0,2.0,2.0,171.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,708000.0,S,Greg,15/10/2016,11.1,3025.0,1.0,2.0,585.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,t,656000.0,SP,Gunn&Co,15/10/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4,h,883000.0,S,hockingstuart,15/10/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4,h,965000.0,SP,Gunn&Co,15/10/2016,11.1,3025.0,1.0,4.0,851.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,870000.0,S,Hunter,15/10/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,681000.0,PI,Village,15/10/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2,h,522500.0,SA,hockingstuart,16/07/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,5,h,972000.0,S,Sweeney,17/09/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,t,590000.0,PI,RT,18/06/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2,h,450000.0,PI,RT,18/06/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,765000.0,S,Greg,18/06/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,750000.0,VB,Greg,18/06/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,680000.0,S,Sweeney,19/11/2016,11.1,3025.0,1.0,3.0,551.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,1,u,,PI,hockingstuart,19/11/2016,11.1,3025.0,1.0,1.0,0.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2,t,510000.0,SP,Williams,19/11/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,770000.0,SP,hockingstuart,19/11/2016,11.1,3025.0,1.0,3.0,602.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,923000.0,S,Greg,22/05/2016,11.1,3025.0,1.0,2.0,740.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4,h,693000.0,SP,Raine&Horne,22/05/2016,11.1,3025.0,2.0,4.0,315.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,620000.0,SP,Hunter,22/08/2016,11.1,3025.0,2.0,2.0,276.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,800000.0,S,Buxton,22/08/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,728500.0,S,Jas,22/08/2016,11.1,3025.0,1.0,1.0,531.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,931000.0,S,hockingstuart,22/08/2016,11.1,3025.0,2.0,1.0,590.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,988000.0,S,Sweeney,22/08/2016,11.1,3025.0,1.0,4.0,715.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,590000.0,SP,RT,23/04/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,590000.0,S,Village,23/04/2016,11.1,3025.0,1.0,2.0,561.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2,h,610000.0,S,RT,24/09/2016,11.1,3025.0,1.0,2.0,691.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2,h,,PI,Jas,25/02/2017,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,815000.0,S,hockingstuart,25/02/2017,11.1,3025.0,2.0,3.0,555.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4,h,970000.0,S,Greg,25/02/2017,11.1,3025.0,1.0,2.0,708.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4,h,840000.0,S,hockingstuart,26/07/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,840000.0,S,Sweeney,26/07/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4,h,760000.0,S,Hunter,27/06/2016,11.1,3025.0,1.0,3.0,668.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,852500.0,S,RT,27/06/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4,t,847500.0,S,RT,27/06/2016,11.1,3025.0,3.0,1.0,252.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4,h,1200000.0,SP,RT,27/11/2016,11.1,3025.0,1.0,4.0,633.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,630000.0,S,RT,27/11/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,,PI,Hunter,27/11/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,700000.0,SP,Hunter,27/11/2016,11.1,3025.0,1.0,1.0,557.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,625000.0,PI,Hunter,28/05/2016,11.1,3025.0,1.0,1.0,536.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2,u,292000.0,S,Jas,28/08/2016,11.1,3025.0,1.0,1.0,153.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,t,640000.0,PI,hockingstuart,28/08/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3,h,800000.0,SP,RT,30/07/2016,11.1,3025.0,,,,Hobsons Bay City Council,Western Metropolitan,5132.0
Armadale,3,h,,S,RT,3/09/2016,6.3,3143.0,1.0,1.0,305.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,2,u,599000.0,S,Jellis,3/09/2016,6.3,3143.0,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,2,u,550000.0,VB,Noel,3/12/2016,6.3,3143.0,1.0,0.0,861.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,3,u,995000.0,S,Marshall,3/12/2016,6.3,3143.0,2.0,2.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,3,t,1205000.0,S,Jellis,3/12/2016,6.3,3143.0,2.0,2.0,101.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,3,h,,S,Jellis,3/12/2016,6.3,3143.0,2.0,2.0,588.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,3,h,2675000.0,S,Marshall,3/12/2016,6.3,3143.0,,,,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,3,h,1939000.0,S,Jellis,3/12/2016,6.3,3143.0,2.0,2.0,296.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,1,u,421500.0,S,Biggin,3/12/2016,6.3,3143.0,1.0,0.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,2,u,585000.0,SP,hockingstuart,3/12/2016,6.3,3143.0,,,,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,3,h,2050000.0,S,Marshall,4/03/2017,6.3,3143.0,,,,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,3,h,1870000.0,S,Hodges,4/03/2017,6.3,3143.0,1.0,1.0,217.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,4,h,,SN,Thomson,4/03/2017,6.3,3143.0,2.0,1.0,211.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,2,u,678000.0,S,hockingstuart,4/03/2017,6.3,3143.0,1.0,2.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
